1627776000.0,41461.84000000,41566.05000000,41120.00000000,41487.99000000,1179.03510600,1627776899999,48755499.50639976,26973,570.61392200,23604902.48118655,0
1627776900.0,41487.99000000,41659.88000000,41421.89000000,41624.67000000,420.11995400,1627777799999,17463584.36067068,14347,189.46782100,7876373.70978795,0
1627777800.0,41631.60000000,41708.56000000,41543.25000000,41686.38000000,441.92621500,1627778699999,18394807.23155909,14183,224.67173100,9352563.32592716,0
1627778700.0,41686.39000000,41772.87000000,41652.24000000,41737.37000000,503.40942900,1627779599999,21002263.62251993,14264,220.94216500,9218120.38982136,0
1627779600.0,41734.66000000,41920.00000000,41653.21000000,41860.98000000,619.30247100,1627780499999,25892354.96708034,30924,325.90753200,13628668.88545638,0
1627780500.0,41860.99000000,41922.86000000,41614.98000000,41733.17000000,464.23602300,1627781399999,19385541.37452685,27766,188.16891900,7859079.62844927,0
1627781400.0,41733.17000000,41775.46000000,41680.00000000,41739.79000000,283.20280800,1627782299999,11818523.26650622,21779,132.14662600,5513678.97493445,0
1627782300.0,41739.80000000,41784.28000000,41654.11000000,41707.22000000,246.26619700,1627783199999,10274398.89735729,22743,122.13648200,5095505.45673690,0
1627783200.0,41707.22000000,41749.11000000,41634.31000000,41634.32000000,183.43461800,1627784099999,7648762.61975064,13928,80.19891900,3344609.83295251,0
1627784100.0,41634.32000000,41714.99000000,41605.62000000,41710.00000000,169.27091000,1627784999999,7054491.47602555,15130,80.11186600,3338854.32236821,0
1627785000.0,41709.99000000,41730.00000000,41640.00000000,41722.28000000,267.64248100,1627785899999,11159059.40470601,15607,118.71233000,4949965.51847684,0
1627785900.0,41722.28000000,41825.00000000,41716.76000000,41808.25000000,581.91603000,1627786799999,24300142.16745481,16461,406.00893600,16952699.59284751,0
1627786800.0,41808.25000000,41977.77000000,41808.25000000,41951.64000000,573.63708400,1627787699999,24037627.81618549,12470,314.14207700,13162858.39050114,0
1627787700.0,41951.65000000,42360.36000000,41904.60000000,42257.11000000,1554.46797000,1627788599999,65492745.16531545,37038,946.13561600,39856403.08114977,0
1627788600.0,42257.12000000,42389.88000000,42163.27000000,42307.45000000,807.93320500,1627789499999,34149400.50465480,16958,343.90877200,14536982.39404145,0
1627789500.0,42307.45000000,42599.00000000,42218.00000000,42435.13000000,1239.81958400,1627790399999,52610109.03228422,32252,794.30856900,33708564.07486635,0
1627790400.0,42430.41000000,42441.26000000,42273.37000000,42407.11000000,593.41501500,1627791299999,25132646.28619725,21349,315.11299200,13346606.81068256,0
1627791300.0,42407.10000000,42408.00000000,42150.00000000,42294.54000000,667.97549800,1627792199999,28250292.92619740,21023,306.53313800,12959346.21075686,0
1627792200.0,42288.92000000,42312.30000000,42181.95000000,42242.80000000,475.74791300,1627793099999,20099353.06509514,17129,244.81436100,10342771.01310528,0
1627793100.0,42242.80000000,42297.40000000,42026.00000000,42057.79000000,460.19612300,1627793999999,19407126.15193944,18670,187.56739400,7911680.79709399,0
1627794000.0,42053.67000000,42158.74000000,41670.00000000,41734.28000000,994.91549200,1627794899999,41700946.82458386,22377,465.86010800,19522227.98195945,0
1627794900.0,41734.27000000,41939.02000000,41724.70000000,41835.99000000,517.03538600,1627795799999,21649236.41942345,13221,280.88816000,11761722.61687856,0
1627795800.0,41840.38000000,41961.04000000,41773.29000000,41876.25000000,392.72647600,1627796699999,16456801.01576478,9461,182.73504400,7657927.33547804,0
1627796700.0,41876.25000000,41897.85000000,41788.57000000,41822.41000000,258.27401800,1627797599999,10809770.46678625,7700,98.81943900,4136308.55980440,0
1627797600.0,41822.42000000,41981.55000000,41605.00000000,41781.98000000,565.13988100,1627798499999,23592174.90736062,15074,291.17892900,12160449.60214492,0
1627798500.0,41781.97000000,41845.93000000,41720.00000000,41720.56000000,237.35040000,1627799399999,9921162.58943789,8085,109.12144000,4561509.33771911,0
1627799400.0,41720.56000000,41824.69000000,41650.43000000,41696.81000000,341.61230000,1627800299999,14255717.04668686,9418,135.96620800,5675311.39383503,0
1627800300.0,41699.66000000,41779.09000000,41696.83000000,41707.61000000,306.45225500,1627801199999,12792158.97822465,8404,142.62474800,5953445.89123635,0
1627801200.0,41707.61000000,41820.00000000,41705.69000000,41747.59000000,378.18535500,1627802099999,15790888.00566584,8792,218.18341100,9110785.78122573,0
1627802100.0,41747.58000000,41780.68000000,41580.00000000,41754.59000000,410.75826300,1627802999999,17118468.54162821,9795,179.06909000,7463515.47348338,0
1627803000.0,41754.60000000,41817.00000000,41713.17000000,41774.98000000,228.76154900,1627803899999,9557487.18687617,6724,116.93562800,4885566.36487942,0
1627803900.0,41774.98000000,41791.82000000,41640.00000000,41701.26000000,218.55310800,1627804799999,9114368.54957633,7547,104.34508400,4351695.57030859,0
1627804800.0,41701.25000000,41797.39000000,41642.87000000,41729.14000000,295.85952700,1627805699999,12349767.06253431,25176,168.92158200,7051128.47583428,0
1627805700.0,41729.14000000,41796.10000000,41729.14000000,41741.15000000,241.54509800,1627806599999,10087401.88444434,24238,143.95989700,6011829.72728504,0
1627806600.0,41741.17000000,41820.00000000,41692.68000000,41724.43000000,330.74525100,1627807499999,13809052.47380497,25178,193.35734400,8072936.14152033,0
1627807500.0,41724.42000000,41759.89000000,41624.76000000,41750.11000000,330.62072100,1627808399999,13788618.60776107,24961,171.12961000,7138528.12035222,0
1627808400.0,41750.11000000,41920.00000000,41723.00000000,41811.18000000,487.10325800,1627809299999,20380967.66842332,15524,280.74349900,11747508.15540282,0
